id,slug,name,normalized_name,description,dish_family_id,primary_category_id,primary_cuisine_id,wikidata_qid,wikipedia_title,dbpedia_uri,origin_text,is_notable,created_at,updated_at
dish-wd-q43768843,babarsa,Babarsa,babarsa,Canonical starter dish entry for Babarsa. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q43768843,,,Q43768843,Babarsa,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q65117391,babbouche,Babbouche,babbouche,Canonical starter dish entry for Babbouche. Associated cuisine: Moroccan cuisine. Origin: Morocco. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q65117391,,cui-wd-q1150262,Q65117391,Babbouche,,Morocco,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q113291374,babelutte,babelutte,babelutte,Canonical starter dish entry for babelutte. Origin: Belgium. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q113291374,,cui-belgian-f69a2115,Q113291374,Babelutte,,Belgium,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q28163754,babi-kecap,babi kecap,babi kecap,Canonical starter dish entry for babi kecap. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q28163754,,cui-wd-q787497,Q28163754,Babi kecap,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q119828752,babka,babka,babka,Canonical starter dish entry for babka. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q119828752,,,Q119828752,Babka,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q4838117,babute,Babute,babute,Canonical starter dish entry for Babute. Origin: Democratic Republic of the Congo. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q4838117,,,Q4838117,Babute,,Democratic Republic of the Congo,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q2878129,bacalao-al-ajoarriero,Bacalao al ajoarriero,bacalao al ajoarriero,Canonical starter dish entry for Bacalao al ajoarriero. Origin: Spain. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q2878129,,cui-wd-q622512,Q2878129,Bacalao al ajoarriero,,Spain,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q541392,bacalhau-a-bras,Bacalhau à Brás,bacalhau a bras,Canonical starter dish entry for Bacalhau à Brás. Associated cuisine: Portuguese cuisine. Origin: Portugal. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q541392,,cui-wd-q180817,Q541392,Bacalhau à Brás,,Portugal,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q4838584,bacalhau-a-gomes-de-sa,Bacalhau à Gomes de Sá,bacalhau a gomes de sa,Canonical starter dish entry for Bacalhau à Gomes de Sá. Associated cuisine: Portuguese cuisine. Origin: Portugal. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q4838584,,cui-wd-q180817,Q4838584,Bacalhau à Gomes de Sá,,Portugal,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q16496019,bacalhau-a-narcisa,Bacalhau à Narcisa,bacalhau a narcisa,Canonical starter dish entry for Bacalhau à Narcisa. Associated cuisine: Portuguese cuisine. Origin: Portugal. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q16496019,,cui-wd-q180817,Q16496019,Bacalhau à Narcisa,,Portugal,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q4838586,bacalhau-a-ze-do-pipo,Bacalhau à Zé do Pipo,bacalhau a ze do pipo,Canonical starter dish entry for Bacalhau à Zé do Pipo. Associated cuisine: Portuguese cuisine. Origin: Portugal. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q4838586,,cui-wd-q180817,Q4838586,Bacalhau à Zé do Pipo,,Portugal,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q4838579,bacalhau-com-natas,Bacalhau com natas,bacalhau com natas,Canonical starter dish entry for Bacalhau com natas. Associated cuisine: Portuguese cuisine. Origin: Portugal. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q4838579,,cui-wd-q180817,Q4838579,Bacalhau com natas,,Portugal,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q63228690,baccala-mantecato,baccalà mantecato,baccala mantecato,Canonical starter dish entry for baccalà mantecato. Origin: Italy. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q63228690,,cui-wd-q192786,Q63228690,Baccalà mantecato,,Italy,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q3632533,baci-di-dama,baci di dama,baci di dama,Canonical starter dish entry for baci di dama. Origin: Italy. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q3632533,,cui-wd-q192786,Q3632533,Baci di dama,,Italy,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q389574,backhendl,Backhendl,backhendl,Canonical starter dish entry for Backhendl. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q389574,,,Q389574,Backhendl,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q1093790,bacon-explosion,Bacon Explosion,bacon explosion,Canonical starter dish entry for Bacon Explosion. Origin: United States. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q1093790,,cui-american-60d23958,Q1093790,Bacon Explosion,,United States,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q4841448,bagara-khana,Bagara khana,bagara khana,Canonical starter dish entry for Bagara khana. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q4841448,,,Q4841448,Bagara khana,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q111317807,bagharj,Bagharj,bagharj,Canonical starter dish entry for Bagharj. Associated cuisine: Armenian cuisine. Origin: Armenia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q111317807,,cui-wd-q684343,Q111317807,Bagharj,,Armenia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q96372980,bagoong-fried-rice,Bagoong fried rice,bagoong fried rice,Canonical starter dish entry for Bagoong fried rice. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q96372980,cat-rice-dishes-e5a0eea5,,Q96372980,Bagoong fried rice,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q2879351,bai-ye,Bai ye,bai ye,Canonical starter dish entry for Bai ye. Origin: People's Republic of China. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q2879351,,,Q2879351,Bai ye,,People's Republic of China,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q983160,bak-kut-teh,bak kut teh,bak kut teh,Canonical starter dish entry for bak kut teh. Origin: Malaysia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q983160,,cui-wd-q772247,Q983160,Bak kut teh,,Malaysia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q65210830,bakakak-hayam,Bakakak hayam,bakakak hayam,Canonical starter dish entry for Bakakak hayam. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q65210830,,cui-wd-q787497,Q65210830,Bakakak hayam,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q136393819,bakeapple-pie,Bakeapple pie,bakeapple pie,Canonical starter dish entry for Bakeapple pie. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q136393819,cat-pies-and-pastries-eefde59e,,Q136393819,Bakeapple pie,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q540289,baked-alaska,Baked Alaska,baked alaska,Canonical starter dish entry for Baked Alaska. Origin: United States. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q540289,,cui-american-60d23958,Q540289,Baked Alaska,,United States,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q138011108,baked-beans-pizza,Baked beans pizza,baked beans pizza,Canonical starter dish entry for Baked beans pizza. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q138011108,cat-flatbreads-and-pizzas-f0961fe2,,Q138011108,Baked beans pizza,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q7220887,baked-pork-chop-rice,baked pork chop rice,baked pork chop rice,Canonical starter dish entry for baked pork chop rice. Associated cuisine: Hong Kong cuisine. Origin: British Hong Kong. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q7220887,cat-rice-dishes-e5a0eea5,,Q7220887,Baked pork chop rice,,British Hong Kong,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q14954819,baked-ziti,baked ziti,baked ziti,Canonical starter dish entry for baked ziti. Origin: Italy. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q14954819,,cui-wd-q192786,Q14954819,Baked ziti,,Italy,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q187495,baklava,baklava,baklava,Canonical starter dish entry for baklava. Associated cuisine: Asian cuisine. Origin: Ottoman Empire. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q187495,cat-pies-and-pastries-eefde59e,,Q187495,Baklava,,Ottoman Empire,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q1293258,bakmi,bakmi,bakmi,Canonical starter dish entry for bakmi. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q1293258,cat-noodle-dishes-f57723d0,cui-wd-q787497,Q1293258,Bakmi,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q16241452,bakpia,bakpia,bakpia,Canonical starter dish entry for bakpia. Associated cuisine: Indonesian cuisine. Origin: People's Republic of China. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q16241452,,,Q16241452,Bakpia,,People's Republic of China,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q843795,bakso,bakso,bakso,Canonical starter dish entry for bakso. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q843795,cat-noodle-dishes-f57723d0,cui-wd-q787497,Q843795,Bakso,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q4208144,bakwan,bakwan,bakwan,Canonical starter dish entry for bakwan. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q4208144,,cui-wd-q787497,Q4208144,Bakwan,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q12473662,balado,balado,balado,Canonical starter dish entry for balado. Associated cuisine: Padang cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q12473662,,cui-wd-q787497,Q12473662,Balado (food),,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q4850911,balila,Balila,balila,Canonical starter dish entry for Balila. Origin: Lebanon. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q4850911,,cui-wd-q929239,Q4850911,Balila (dish),,Lebanon,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q572275,balkenbrij,Balkenbrij,balkenbrij,Canonical starter dish entry for Balkenbrij. Origin: Netherlands. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q572275,,,Q572275,Balkenbrij,,Netherlands,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q3633458,ballokume,Ballokume,ballokume,Canonical starter dish entry for Ballokume. Origin: Albania. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q3633458,,cui-wd-q1199173,Q3633458,Ballokume,,Albania,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q106653772,balparmak-tatls,Balparmak tatlısı,balparmak tatls,Canonical starter dish entry for Balparmak tatlısı. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q106653772,,,Q106653772,Balparmak tatlısı,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q1083840,balti,balti,balti,Canonical starter dish entry for balti. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q1083840,,,Q1083840,Balti (food),,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q510521,balushahi,balushahi,balushahi,Canonical starter dish entry for balushahi. Origin: India. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q510521,,cui-wd-q192087,Q510521,Makhan Bada,,India,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q1349413,bamba,Bamba,bamba,Canonical starter dish entry for Bamba. Origin: Israel. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q1349413,,cui-wd-q62458,Q1349413,Bamba (snack),,Israel,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q958759,bamiyeh,bamiyeh,bamiyeh,Canonical starter dish entry for bamiyeh. Origin: Iran. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q958759,,cui-wd-q9943666,Q958759,Bamiyeh,,Iran,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q16172783,banana-cake,banana cake,banana cake,Canonical starter dish entry for banana cake. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q16172783,cat-cakes-and-gateaux-d8e29f50,,Q16172783,Banana cake,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q125475914,banana-cream-pie,Banana cream pie,banana cream pie,Canonical starter dish entry for Banana cream pie. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q125475914,cat-pies-and-pastries-eefde59e,,Q125475914,Banana cream pie,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q2564638,bananas-foster,bananas Foster,bananas foster,Canonical starter dish entry for bananas Foster. Origin: United States. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q2564638,,cui-american-60d23958,Q2564638,Bananas Foster,,United States,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q107323701,banga-rice,Banga rice,banga rice,Canonical starter dish entry for Banga rice. Origin: Nigeria. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q107323701,cat-rice-dishes-e5a0eea5,cui-wd-q7033037,Q107323701,Banga rice,,Nigeria,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q2882471,bangers-and-mash,bangers and mash,bangers and mash,Canonical starter dish entry for bangers and mash. Origin: United Kingdom. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q2882471,,cui-wd-q918277,Q2882471,Bangers and mash,,United Kingdom,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q48880901,banh-au-xanh,bánh đậu xanh,banh au xanh,Canonical starter dish entry for bánh đậu xanh. Origin: Vietnam. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q48880901,,cui-wd-q826059,Q48880901,Bánh đậu xanh,,Vietnam,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q564271,banh-bao,bánh bao,banh bao,Canonical starter dish entry for bánh bao. Associated cuisine: Vietnamese cuisine. Origin: Vietnam. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q564271,cat-dumplings-and-buns-9a441702,cui-wd-q826059,Q564271,Bánh bao,,Vietnam,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q5004794,banh-beo,bánh bèo,banh beo,Canonical starter dish entry for bánh bèo. Origin: Vietnam. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q5004794,,cui-wd-q826059,Q5004794,Bánh bèo,,Vietnam,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q5004800,banh-cay,bánh cáy,banh cay,Canonical starter dish entry for bánh cáy. Origin: Vietnam. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q5004800,,cui-wd-q826059,Q5004800,Bánh cáy,,Vietnam,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q564567,banh-chung,bánh chưng,banh chung,Canonical starter dish entry for bánh chưng. Origin: Vietnam. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q564567,,cui-wd-q826059,Q564567,Bánh chưng,,Vietnam,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q118895947,banh-day,Bánh dày,banh day,Canonical starter dish entry for Bánh dày. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q118895947,,,Q118895947,Bánh dày,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q10742207,banh-giay,bánh giày,banh giay,Canonical starter dish entry for bánh giày. Associated cuisine: Vietnamese cuisine. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q10742207,,,Q10742207,Bánh giầy,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q5004810,banh-re,bánh rế,banh re,Canonical starter dish entry for bánh rế. Origin: Vietnam. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q5004810,,cui-wd-q826059,Q5004810,Bánh rế,,Vietnam,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q5004813,banh-tet,bánh tét,banh tet,Canonical starter dish entry for bánh tét. Origin: Vietnam. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q5004813,,cui-wd-q826059,Q5004813,Bánh tét,,Vietnam,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q28197390,banh-trang-nuong,Bánh tráng nướng,banh trang nuong,Canonical starter dish entry for Bánh tráng nướng. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q28197390,,,Q28197390,Bánh tráng nướng,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q109429557,banh-trang-tron,Bánh tráng trộn,banh trang tron,Canonical starter dish entry for Bánh tráng trộn. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q109429557,,,Q109429557,Bánh tráng trộn,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q123124821,bannu-pulao,Bannu Pulao,bannu pulao,Canonical starter dish entry for Bannu Pulao. Associated cuisine: Pakistani cuisine. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q123124821,,,Q123124821,Bannu pulao,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q3848094,bap,bap,bap,Canonical starter dish entry for bap. Associated cuisine: Korean cuisine. Origin: Korea. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q3848094,,cui-wd-q647500,Q3848094,Bap (rice dish),,Korea,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q12197801,barazek,Barazek,barazek,Canonical starter dish entry for Barazek. Origin: Syria. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q12197801,,cui-wd-q4119264,Q12197801,Barazek,,Syria,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q2294743,barbajuan,Barbajuan,barbajuan,Canonical starter dish entry for Barbajuan. Origin: Monaco. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q2294743,,,Q2294743,Barbajuan,,Monaco,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q1187319,barfi,barfi,barfi,Canonical starter dish entry for barfi. Origin: India. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q1187319,,cui-wd-q192087,Q1187319,Barfi,,India,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q85745501,barquette,barquette,barquette,Canonical starter dish entry for barquette. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q85745501,,,Q85745501,Barquette,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q109587599,barrel-chicken,Barrel chicken,barrel chicken,Canonical starter dish entry for Barrel chicken. Origin: Taiwan. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q109587599,,cui-wd-q707908,Q109587599,Barrel chicken,,Taiwan,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
